,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,padj.IHW,log2fc.shrunk
gntP,141.198214070176,-0.363514267008753,0.211110041224527,-1.72191841231339,0.0850842990904368,0.256465500108704,0.214665684213702,-0.300948050321358
cvrA,65.2426750788235,-0.532307238170256,0.295103813150034,-1.80379654362387,0.071263207901585,0.229331388403494,0.215210736365363,-0.399328281131546
copA,72.0770105153353,0.522677428164721,0.289520369999288,1.80532177465097,0.0710243441870047,0.228756073028703,0.215409487530773,0.395141049888782
rodZ,30.448876451474,-0.803409635115735,0.446078635489845,-1.80104934690158,0.0716951024315003,0.230137651734167,0.216034979733578,-0.48075060845888
dgcJ,21.8797280948562,-1.02068807588487,0.504384609915892,-2.02363049113467,0.0430081853218793,0.1586551952717,0.216107676172356,-0.566207682912022
cysH,156.331054674765,-0.35681702618392,0.198014093401588,-1.80197793022877,0.0715488779253934,0.22996233837259,0.216418573730007,-0.301149859233945
ybcJ,1.90919161013516,4.24347897492259,2.10135734293754,2.0193990275783,0.0434457625429499,NA,0.217297662062958,0.429417785633446
fiu,88.7960296433509,0.440035351467292,0.256820847255615,1.71339420521934,0.0866400416532165,0.259756642752141,0.217297662062958,0.345181641242006
zapB,4.31369127097566,2.88657629887044,1.43073914302099,2.01754199076112,0.0436389835944806,0.160381668371268,0.218069542261961,0.505911615685259
yjbE,6.01922925849928,2.24907279675455,1.11518773233287,2.01676608480053,0.0437199298033712,0.160503155989811,0.218124185487094,0.542410304173145
araG,59.250097999023,-0.525951048312808,0.307669659972103,-1.70946673247046,0.0873645289253817,0.260860205191316,0.218411322313454,-0.385444583762861
ypfG,43.6591506989915,-0.637941158204962,0.35602719606786,-1.79183266124246,0.0731597752564073,0.234049802017767,0.218880766185094,-0.438172732791575
ytjA,6.67769242722373,2.03323720508065,1.00780680991842,2.01748706703544,0.0436447093334998,0.160381668371268,0.219208133123002,0.555006217891075
gshB,61.8377834221591,-0.538903959731839,0.301209331845498,-1.78913434198733,0.0735931826254492,0.23499819792638,0.220138480312199,-0.400523138772841
ycjO,49.2619717855609,-0.611063290446903,0.342254741543866,-1.78540489370718,0.0741956654530981,0.235975687869628,0.220802349070328,-0.428174006488681
ygdQ,195.51344289556,-0.321794726428661,0.179914264994419,-1.78860040052213,0.0736791933209448,0.23499819792638,0.220802349070328,-0.276080667674217
yraR,48.4048742885817,0.617070246086993,0.345059256842692,1.7883022520051,0.0737272567378252,0.23499819792638,0.220802349070328,0.430682159559244
nanT,156.863279134033,-0.347226023664268,0.194452514188226,-1.78565972836,0.0741543696551181,0.235975687869628,0.220802349070328,-0.293763299663958
lgoD,19.0338191497332,1.10651457872394,0.550999567517116,2.00819500405429,0.0446225737041881,0.162718523076479,0.220857581217454,0.570105828594214
opgE,46.1642613885007,0.649550586679519,0.364271641490174,1.78314892705432,0.0745620637171461,0.23674543500515,0.221400347404857,0.440440115033941
yjeM,89.8858468108672,0.460328113299254,0.258104743675425,1.7834934249722,0.0745060173408437,0.23674543500515,0.221400347404857,0.362170229882442
tatE,16.5534973358036,-1.19422600762999,0.594592931062997,-2.00847663206319,0.0445926668000574,0.162718523076479,0.221997744758554,-0.575162636474044
gadE,8.88728101393164,1.69062213708352,0.84160858166005,2.00879859583752,0.0445584972408688,0.162718523076479,0.221997744758554,0.569012457214382
yihS,133.184080232441,-0.375453620222651,0.211027704903784,-1.77916743393402,0.0752123157523093,0.238370322734557,0.223898036885746,-0.312113267416811
rhsB,547.714297315218,0.199352773563453,0.112340877274767,1.7745345986205,0.0759747643915903,0.239329083698934,0.224706098837322,0.178294648535367
nrdH,51.8400385072694,-0.604779667418931,0.341129710098838,-1.77287304363992,0.0762497463390316,0.239705024205362,0.225321399079801,-0.424137620118754
gspO,69.2644686144151,-0.484317586386186,0.287134364210199,-1.68672805053609,0.0916556557975628,0.268203752207011,0.225923151571185,-0.364556828838058
pdeG,15.6021986800655,-1.21027528369514,0.606549368800477,-1.99534505507541,0.0460052591053393,0.167120249440865,0.226410376120177,-0.571604026419309
phnH,13.1249418194219,1.3505107550894,0.675939352360244,1.99797622430723,0.0457192378134955,0.1662398647144,0.226410376120177,0.574375089785239
ykgE,39.3736532473695,-0.664643119466546,0.375586173644364,-1.76961551331196,0.0767912127660163,0.240561731710722,0.226489248762177,-0.442665591987652
lsrD,15.8092628020745,1.28379210304473,0.645772353810585,1.98799483358077,0.0468122613656954,0.169727884780193,0.229428221643538,0.570735929540149
ygaQ,120.104726291379,-0.390764940762462,0.222093431632405,-1.75946194306742,0.0784990787980766,0.244554822409393,0.230851396602025,-0.320482036887824
yeeR,46.6411165193716,-0.57559019177079,0.343962160847737,-1.67341137278641,0.09424634051967,0.274099173688605,0.231092684869348,-0.399443105907537
eutC,43.9259612077184,0.641319329054298,0.365083186809014,1.75663890375152,0.078979377425607,0.245448563150438,0.232130701199378,0.433597880743445
pdxA,50.8101511559498,-0.595619217857224,0.338993650514259,-1.75702175233566,0.0789141015956903,0.245446065992478,0.232250176982126,-0.418603951911717
yeiQ,47.7208027663631,0.618724646149135,0.35240132989876,1.75573868102849,0.0791330388106699,0.245725512848467,0.232250176982126,0.426298428941935
yfcC,52.5682234214976,0.552811509078227,0.331175628397377,1.66923970750321,0.095069883714285,0.274998401646322,0.232250176982126,0.390762659420335
nadB,161.506619429787,-0.344790952412361,0.196546653809461,-1.75424483566438,0.0793885636594855,0.246318061818795,0.232250176982126,-0.290441498441823
usg,16.44131882026,-1.1588188473196,0.585766411439871,-1.97829514408501,0.0478954206081229,0.17248723262028,0.232940838950159,-0.564268107753731
yncD,50.035657831868,-0.601740355442015,0.343537424895903,-1.75160058798354,0.0798425114114092,0.247122309709947,0.233173029041795,-0.419952647996209
ybhB,34.7989024047641,-0.718723029732561,0.410632049876389,-1.75028478646252,0.0800691847468275,0.247421579814263,0.233532515755317,-0.453040851529314
artM,30.4984447226331,0.708234830732913,0.426502113964356,1.66056581560602,0.0968006793048383,0.278548893509841,0.234378474532946,0.432914947101613
ydgD,19.0238493465708,1.1365213124412,0.574599245631762,1.97793735561141,0.0479357741298283,0.17248723262028,0.234378474532946,0.563057224332558
yebT,57.6872384211788,0.554821012915899,0.316981960721081,1.75032361984819,0.0800624874326444,0.247421579814263,0.234378474532946,0.402341871243535
eutT,24.9865943727877,-0.932621343214689,0.47274808914237,-1.97276597121015,0.0485222317997981,0.174189786765253,0.234378474532946,-0.541577184532356
yghE,135.339168999184,-0.369491374770178,0.211331179024818,-1.74839972253591,0.080394835925141,0.248226391214121,0.234378474532946,-0.306400146456152
gadW,70.7575481105679,0.510574598545143,0.292322961548015,1.74661133645254,0.0807047794168209,0.248981438606027,0.234378474532946,0.383108329609577
phnL,40.4444030371328,0.623817226931385,0.375403900670593,1.66172281592452,0.0965683642305683,0.278090592001342,0.234378474532946,0.412696948287171
era,7.43256780744497,2.11746255838527,0.989765474445894,2.13935787118732,0.0324066961213646,0.129865570667405,0.234697979641841,0.605012418029866
ygeL,1.70464187530457,-4.32564628426799,2.19035893021918,-1.97485728233369,0.0482843462948657,NA,0.234697979641841,-0.40432453278054
zapA,76.199225095223,0.481506390727067,0.276000173927034,1.74458727281223,0.0810567378226605,0.249460792959473,0.234697979641841,0.369249430690022
yacG,1.7944181487319,4.20588276155231,2.13743747107,1.96772201221253,0.0491000316778507,NA,0.236302920443357,0.407565461638949
selU,54.4912358426325,-0.557888368361995,0.320634667084416,-1.73995024753551,0.0818677544775342,0.251144674694579,0.236421931313532,-0.402201902709121
intS,41.4559036236521,-0.612486503325659,0.370889164650665,-1.65140036890145,0.0986568495649783,0.281610376840885,0.237554196467514,-0.407708424356255
yajO,25.4441521333693,0.953740461314761,0.486376888314728,1.96090826728923,0.0498897247520095,0.17817090256182,0.238728291234033,0.541687224606656
ybaP,36.4706400564222,0.641233465666543,0.389501725047929,1.64629172203958,0.0997037129516504,0.283474260796813,0.238728291234033,0.414759746256718
ycaO,70.8977815805033,-0.489593350589677,0.282617756966821,-1.73235169595927,0.0832109628255033,0.253446562116151,0.238728291234033,-0.371872581227028
ydhP,31.8471270161955,0.721080925554269,0.415677386685159,1.73471290152338,0.0827916699772621,0.252756926706846,0.238728291234033,0.45051171389131
yfeZ,14.7495266406783,-1.22027880667269,0.622454814861146,-1.96042954048785,0.0499456059225661,0.178179197842795,0.238728291234033,-0.560646796630849
envR,17.3502556682865,-1.11594404717231,0.569334013763668,-1.96008673326084,0.0499856536107446,0.178179197842795,0.238728291234033,-0.556570908300607
yeiW,1.82101365239671,4.25184442052496,2.16780204164688,1.96136194119221,0.0498368163641053,NA,0.238728291234033,0.402221134007315
paoB,59.2372643381939,0.562579262529395,0.324982529926942,1.73110616947891,0.0834328302072058,0.253528566904529,0.238892814418548,0.402838231977943
puuP,36.7485686358446,0.67986088509044,0.392586293968372,1.7317489060003,0.083318278891097,0.253528566904529,0.238892814418548,0.440124065738904
yebC,9.03653313102312,1.64834510111843,0.841340394226255,1.95918930367576,0.0500906213252,0.178386338058968,0.239077837688991,0.551139110812891
ulaD,29.4910034563474,-0.753126137682262,0.435396320995059,-1.72974851041704,0.0836752174511224,0.25364292125737,0.239077837688991,-0.456086916696341
metC,353.7564857942,-0.235385504468874,0.136104657047183,-1.72944489612339,0.0837295006302329,0.25364292125737,0.239132238169101,-0.207550878184501
topB,31.7088318524371,0.728806026677103,0.421435767179234,1.72934070488409,0.0837481355451836,0.25364292125737,0.240223189992774,0.45110612299285
ybhC,85.8708369263307,0.453389178317348,0.262991088812806,1.72397163859824,0.0847129632641687,0.2556623926347,0.241230387886453,0.35313599449807
ycaK,9.41260947134637,1.74925143376795,0.82418072754033,2.12241244585807,0.0338031179587863,0.13323890556412,0.241230387886453,0.612863171103157
ccmF,94.2751607705593,0.431825876387975,0.250513541175257,1.72376261323884,0.0847507064630921,0.2556623926347,0.241230387886453,0.34164858972279
gyrB,1.88259610647036,4.19474889348784,2.14935294283229,1.95163335434349,0.0509817502862985,NA,0.241421687444784,0.400938797791284
dnaQ,1.88259610647036,4.19474889348784,2.14935294283229,1.95163335434349,0.0509817502862985,NA,0.241485428956863,0.400938797791284
mppA,26.9933887333396,-0.876584917174617,0.449341856261832,-1.95081963756305,0.0510785049636471,0.180566491538018,0.241485428956863,-0.527195118098465
insD-2,120.095586445401,-0.383722740211323,0.223043895828754,-1.72039113101725,0.0853613680612273,0.25709709510213,0.242149780963266,-0.313522223004759
entH,11.8910329872628,1.39932985484634,0.718283279500635,1.94815874848038,0.0513959710519788,0.18099376655027,0.242391149383305,0.556042787818083
hfq,1.88259610647036,4.19474889348784,2.14935294283229,1.95163335434349,0.0509817502862985,NA,0.242491396850592,0.400938797791284
osmY,12.3600966360382,1.35276405028613,0.694387671934007,1.94813949752077,0.0513982738549271,0.18099376655027,0.242640030065132,0.55685046256331
ylcI,13.1930835772605,-1.40419602071296,0.663609199166582,-2.11599842569462,0.0343449414659615,0.134934150836858,0.243096437076453,-0.615879059634427
ycaN,28.6858831163911,-0.747034606291738,0.434740949671549,-1.71834423892235,0.0857338446702565,0.258014819493807,0.24344330432773,-0.452516183221815
ihfA,1.7678226450671,4.15413151369889,2.13679242795415,1.94409688997083,0.0518837682433378,NA,0.243752344158331,0.399765754632428
wzzB,13.4665395040569,1.45119049027419,0.686501188722451,2.11389363065021,0.0345243533718917,0.135220384039909,0.243752344158331,0.615357461915308
yjhI,13.4792320067941,1.3080854383556,0.673193887556599,1.94310355832757,0.0520036471875429,0.182300078124287,0.24382038954204,0.555503736613327
lpxD,1.63001581675883,-4.27471963665209,2.19931376962091,-1.94366065256297,0.0519363864892107,NA,0.243867251301133,-0.393135975843466
nfrB,67.9597919184176,0.518394393057691,0.302242151230269,1.71516246475741,0.0863154445194452,0.259355257193365,0.243867251301133,0.38293207618404
mglA,18.5676959929289,-1.0692414254543,0.549414937937766,-1.9461455297661,0.0516372607946131,0.181349678823886,0.243867251301133,-0.549496996699853
yabP,37.3510925827708,-0.663736645781267,0.387513449396298,-1.71280931491615,0.0867476258932049,0.2598333688241,0.244383265564098,-0.432508623464501
acrR,20.6269791573406,-1.10634194231157,0.524273439191192,-2.11023839776882,0.0348378266865632,0.13560450037347,0.244383265564098,-0.599026444910248
ybhG,37.6133826118614,-0.666212748953909,0.389562962944466,-1.71015423005929,0.0872373568534268,0.2606849431248,0.244383265564098,-0.432685306551761
recE,66.3068838928456,-0.502594798228218,0.293724160831019,-1.71111152996829,0.0870605261100958,0.260360897801363,0.244383265564098,-0.37554319475955
yzfA,33.9091273245585,-0.697033518474852,0.407983220168568,-1.70848575141609,0.0875462480045214,0.261187121501324,0.245044716805506,-0.439964527399598
csgA,5.390592587735,2.37661201656274,1.22653154777543,1.93766888497342,0.0526636323825462,0.183767597140562,0.245069038258677,0.49926535320931
idi,229.040990084742,-0.282248345397063,0.165410777057464,-1.7063479805733,0.0879433097257855,0.261971971929629,0.24553000041104,-0.243567760493804
hofM,97.7231685570861,0.457221014853774,0.267672590465924,1.70813535318619,0.0876112304064069,0.261187121501324,0.24553000041104,0.353616091628398
yibN,24.7534247138107,0.940283923607242,0.484817646284998,1.9394589508289,0.0524454782871649,0.183342457152651,0.24553000041104,0.534527302962524
yjhZ,4.50825124337333,2.97705733280778,1.4131907001023,2.10662108984462,0.0351504371514568,0.1362705847613,0.24553000041104,0.544771751273877
ucpA,24.6213472320824,-0.933412640791888,0.481916831412188,-1.93687495424606,0.0527606307052565,0.183937473530139,0.246801119915728,-0.532944998198351
rdgC,17.7335185127867,1.20494521242402,0.573062723785982,2.10264105901613,0.0354971579272365,0.137335040883119,0.247306645724466,0.604843913891043
ghrB,68.7792125568,0.490250756137627,0.288245398377383,1.70081034735469,0.0889786056329375,0.263543275648825,0.247698711690611,0.368809998871142
trmH,45.5347358820103,0.604617931201219,0.355944530532965,1.6986296440513,0.0893889873360275,0.264416375126851,0.248344662353471,0.412876017601323
fecD,79.1594047626521,0.457596056226409,0.269672581544738,1.69685792157737,0.0897235249825806,0.265199891000531,0.248757051640527,0.352727702129479
yneO,132.520552205572,-0.344135092928613,0.213739838695671,-1.61006527855859,0.107383606113538,0.296130428941555,0.248757051640527,-0.281760166318971
yegP,10.0012559322388,1.51339143216201,0.785553808012287,1.92652803248627,0.0540384750633017,0.187533705164986,0.249854793305609,0.544419570207765
napF,12.434722694584,1.3386331177955,0.69544510637186,1.92485805929263,0.0542471181268677,0.18808631940709,0.250613219002977,0.548838501222927
gspA,156.135536419207,0.334909847339356,0.197896958803848,1.69234458863672,0.0905802908660872,0.266815155898864,0.250620484607852,0.280450692803227
yhiJ,45.7346134998423,0.59224006095686,0.35005110344853,1.69186743056201,0.0906712531647888,0.266815155898864,0.250807479806043,0.407804471850973
yibJ,46.3930766685668,0.587562855616726,0.34730731870489,1.69176640966781,0.090690520549811,0.266815155898864,0.250807479806043,0.406227368251956
nikB,84.3528519121299,0.419914570188636,0.262160484337579,1.60174624047429,0.109211735369346,0.299977688709308,0.251545062613003,0.324694967595749
arpA,11.7762595258595,1.39481128452124,0.726576834178136,1.91970238921665,0.054895502296924,0.18964353651941,0.252570124199379,0.545849240981961
rnr,26.0537253507572,0.886892030530859,0.463414786116258,1.91381901722135,0.0556432847161686,0.191878609523962,0.255302340010521,0.520459307847585
yqjG,113.204901717192,-0.362007360959727,0.22775388663173,-1.58946732507393,0.111954925304008,0.304898496304753,0.257230858629814,-0.291433799484117
yehI,94.9128249365034,0.417831629657679,0.249824784666972,1.67249870830337,0.0944260223631153,0.274412112317847,0.259766839572909,0.32970723009924
renD,71.0661499016284,0.479231567104423,0.287071587275402,1.66938000257292,0.0950420941990926,0.274998401646322,0.260923555018965,0.360346105313732
potC,7.87984530326937,1.71700477734338,0.902221511911546,1.90308561109959,0.057029375165766,0.195595343473938,0.260923555018965,0.525062078059014
fimH,67.559177286298,0.511313468673627,0.306374026211734,1.66891911496525,0.0951334108138183,0.274998401646322,0.260961394888882,0.374409465968086
pgl,22.0271224644519,1.03480350696053,0.544099202807317,1.90186550838779,0.0571887394227217,0.19579404646287,0.261111138907099,0.534367792774268
ytfB,49.487031020118,-0.557965328108631,0.334108805856146,-1.67001084176413,0.0949172185720736,0.274998401646322,0.261405613930745,-0.392749426605887
ypeC,23.7935351469559,-0.913998376439589,0.481484289367867,-1.89829324989931,0.0576574626761602,0.197216496323578,0.263336642202231,-0.52077930502239
yaaA,33.1182666428882,0.664771745946843,0.42299322097317,1.57158959762385,0.116045760485102,0.312216402944723,0.264516846781561,0.406161155808016
ddpB,19.4038756411523,1.0312468987658,0.54445269428721,1.89409825607694,0.0582119691767189,0.198756023906519,0.264516846781561,0.531909855053643
ykiD,1.7412271414023,4.09979406280898,2.16385941817783,1.89466747625471,0.0581364691677205,NA,0.264516846781561,0.381126637400447
gltA,22.8894076496432,-0.948513081244796,0.501399899196723,-1.8917297007127,0.0585270039687714,0.199431048698901,0.265631612614528,-0.523495545304394
btuR,20.936797002215,0.988458657067003,0.522763223961696,1.89083434289063,0.058646461190487,0.199431048698901,0.265631612614528,0.527428960045283
ycjX,56.4232469516529,-0.493472453793253,0.315248173626013,-1.56534595622645,0.117501812982156,0.314611464105055,0.265631612614528,-0.354417104629223
narY,44.1646479765024,0.590806182947799,0.357021425567603,1.65481996496014,0.0979610228955077,0.280538441448955,0.265631612614528,0.401652443367323
sufA,1.7412271414023,4.09979406280898,2.16385941817783,1.89466747625471,0.0581364691677205,NA,0.265631612614528,0.381126637400447
btsS,35.3221864824268,0.658705689486065,0.397773788174139,1.65598063288598,0.0977257409444414,0.280538441448955,0.265631612614528,0.420935550788656
fruK,18.6959919142543,-1.05980276259715,0.560332699602391,-1.89138125144077,0.0585734694760926,0.199431048698901,0.265631612614528,-0.533049101266687
maeB,73.312057135757,-0.4633326682799,0.279949967049855,-1.65505526992038,0.0979132870893938,0.280538441448955,0.265631612614528,-0.35138657375095
gltF,61.7765520698204,-0.498769764474292,0.301476300645193,-1.65442445527847,0.0980413009745996,0.280538441448955,0.265631612614528,-0.367368776333051
yheT,127.077110232242,-0.355939954097054,0.215027895948507,-1.65531989478375,0.0978596254230002,0.280538441448955,0.265631612614528,-0.292020371168283
yghB,143.268012048234,-0.335934698366151,0.203212875658512,-1.65311719189817,0.0983070150990883,0.28097207693861,0.265881788262025,-0.278981258365626
corA,20.0758907090694,1.0079932893611,0.533841124924969,1.88818965474564,0.0590004941565677,0.200013251339317,0.265881788262025,0.528433371458294
narJ,12.1993936745401,-1.30264554804061,0.690518168367326,-1.88647541471734,0.0592309183759006,0.200615752897734,0.266528506806847,-0.535937987272186
insH-3,39.28514970279,0.590169232524313,0.378450190436214,1.55943700766556,0.118892982926254,0.316737165206606,0.267826932419816,0.386017896940804
menA,114.827052769668,0.381568306581071,0.231122831914859,1.65093298407504,0.0987522598062993,0.281610376840885,0.267826932419816,0.30739362518149
ydbA,354.846676742861,-0.215751465253497,0.138559792053597,-1.55710009416036,0.119446722701583,0.317773356621193,0.268731217607245,-0.186884548048101
zntA,95.8109876286992,-0.407609271100799,0.247671419111709,-1.64576628406588,0.0998118863065272,0.283570038185783,0.268757139634801,-0.321888635122165
tdh,67.5823773261888,0.476952017811905,0.290062442791935,1.64430807801625,0.100112581576878,0.284072983795959,0.269466501283657,0.356591211849378
hyaB,51.3127878681943,-0.556162539609682,0.338260474095602,-1.6441842373002,0.10013815189235,0.284072983795959,0.269774850035271,-0.388462500076272
cbpM,4.90541153317779,2.34292136678693,1.2453135548976,1.88139072089325,0.0599187881832962,0.202405347483415,0.269774850035271,0.476605880628273
mqo,61.3000841244715,-0.503435425857735,0.306601982527199,-1.64198359615328,0.100593403677083,0.284381333831845,0.269774850035271,-0.367870506561629
fbaA,7.1280437243578,1.78226833407492,0.948928246673542,1.8781908329978,0.0603550637603929,0.202931084116687,0.269774850035271,0.511085136632187
agaI,67.0930069344597,-0.450479742909905,0.290345434067366,-1.55153031545654,0.120774648165257,0.32063395088224,0.269774850035271,-0.334551229407104
yhfS,111.954846039981,-0.37996155623583,0.231338730383308,-1.64244679482016,0.100497443878734,0.284381333831845,0.269774850035271,-0.305835880963379
bcsE,113.068166581829,0.381863874260155,0.232503667501643,1.64239935809811,0.100507267880214,0.284381333831845,0.269774850035271,0.30695420326289
fliZ,3.96421043431722,2.70211692359909,1.43827451453497,1.8787212707254,0.0602825618672072,0.202931084116687,0.270788002634608,0.453108604836245
yrdD,38.1622327716313,-0.620364105641736,0.37866697111944,-1.63828417304994,0.101362427693579,0.28563046797147,0.271199418323569,-0.407752940176767
yfdH,6.24054192754745,1.94352763051351,1.03805711827727,1.87227426727629,0.0611686689344942,0.204108851462899,0.271758362693442,0.49843635209802
sgbH,39.8633180657994,0.576471991747319,0.372762130376798,1.54648754465644,0.12198686586332,0.322048544182074,0.271758362693442,0.380006352836818
yidQ,19.1748370130664,1.01950975322863,0.544640746027601,1.87189401576092,0.0612212676690877,0.204108851462899,0.271776692847684,0.52478490884439
grpE,11.6964730148651,1.35417201370643,0.722221926996722,1.87500817004768,0.0607915995648255,0.203547598542912,0.271779373844835,0.530815968628167
pphB,121.206359808684,-0.360483537952201,0.220501434552914,-1.63483534101768,0.102083569985442,0.286813395523672,0.271779373844835,-0.293547996157809
atoS,74.5622933173409,0.431625451351332,0.279892990939057,1.5421088248877,0.123047150824577,0.324039354793363,0.272648455838172,0.32483281273881
yihV,131.636732450483,0.339195827873401,0.219992363439269,1.54185273784305,0.123109383095535,0.324039354793363,0.272648455838172,0.274412502779203
dtpC,121.12709998015,0.361333474154049,0.22146989370874,1.63152412322574,0.102779773973726,0.287156169411995,0.272648455838172,0.293854610337943
thiS,8.45013051425537,1.61604938374334,0.864547762421622,1.86924245713938,0.061589089814558,0.205135314894158,0.272648455838172,0.517290699953229
gldA,108.407247166343,-0.386461025857035,0.236593450930466,-1.63343923653497,0.102376650559676,0.287111976569702,0.27284687596525,-0.308977522475856
ygaV,57.1751762842796,-0.51058452718987,0.313317761466554,-1.62960607403795,0.103184779831908,0.287362440980303,0.273248540753513,-0.369291871880778
ybcW,8.38854806018172,1.64555011028954,0.881678095774274,1.8663842486009,0.0619876252659319,0.206193902085869,0.275601347128348,0.514501155595491
yfeH,23.7079282514299,0.914365067280631,0.490544436672138,1.86398009828365,0.0623244992062258,0.206860826920751,0.276881438302991,0.512335292795343
acs,162.593205603008,-0.310781167980778,0.19164476457452,-1.62165227247798,0.104877823457243,0.291013027625163,0.277521435339878,-0.260378961231034
yahF,29.3499855930143,-0.704842724850235,0.434456740309798,-1.62235421724067,0.104727526036937,0.29080794429075,0.278017702096304,-0.424394145453187
aaaE,29.4517210055689,0.726153504134471,0.448517717240209,1.61900740198758,0.105445670510248,0.292375577299718,0.278260467914621,0.427521734627236
idnR,45.4904446161453,0.57366792209596,0.375662822937334,1.52708196571173,0.126740630789609,0.329577582934455,0.278888936976353,0.376010378310922
gfcB,12.6121925146763,-1.28256201358746,0.690422281450964,-1.85764864206305,0.0632189261616061,0.208595898741353,0.279756192935611,-0.526243968504356
bglF,203.423980280844,0.264231344369978,0.173381486701253,1.52398822617818,0.12751165236391,0.331356218805054,0.280146789009059,0.223044412978693
ymfH,5.32790015342259,-2.04816110468225,1.1058274769744,-1.85215248068,0.0640039302062722,0.210963603718856,0.280156560024971,-0.483171617224122
hofQ,105.708509242796,0.385385609406354,0.238899762160654,1.61316866086787,0.106707870075841,0.295444990093619,0.280372285348651,0.30683540696053
rbsB,86.1460978499656,-0.415586628733227,0.257731653110001,-1.61247803177615,0.106857956608972,0.295514288249152,0.280667594620821,-0.323385934116484
aroB,83.8930096672834,0.432104300357414,0.268113561832802,1.61164656276088,0.107038872150785,0.295716245484788,0.280923648835872,0.331823730082402
ybhA,22.7994996981241,0.935900879677884,0.506037708385789,1.84946865454615,0.0643901699266513,0.211869815826069,0.281499301809356,0.511172876061946
gpp,109.415191171726,-0.374457665945813,0.232598476191854,-1.60988873218992,0.107422149295584,0.296130428941555,0.281499301809356,-0.300256006363216
csgE,1.62645367999904,4.058397351628,2.19230349223976,1.85120233854199,0.064140449468029,NA,0.281849261017928,0.365044335955825
ydjL,7.62370287679805,1.68720726669174,0.912764451663916,1.84845856301268,0.0645360335020526,0.212166389932914,0.281849261017928,0.504918057660284
citG,39.9159585070215,-0.604958854153183,0.376572153858324,-1.60648855194106,0.108166608296132,0.297966915906929,0.282491249112886,-0.398062790189452
cbeA,11.0857698579679,-1.33225973890248,0.722102672638511,-1.84497272947973,0.0650415056811644,0.213459493213959,0.282491249112886,-0.52069334669688
rsuA,9.99609547979016,1.4476655881911,0.784504353281882,1.84532511787215,0.0649902587703517,0.213459493213959,0.282491249112886,0.51660805463563
yphH,43.70606242561,0.582543786735881,0.362811918667237,1.60563574889109,0.108353965974698,0.298267207856598,0.282944244997727,0.391350059932549
purD,72.2032954205559,0.452272902622127,0.28234670035542,1.60183526867076,0.109192041744511,0.299977688709308,0.284912017697421,0.340677614204527
hcaD,48.7083450664641,0.544786426724007,0.341204227000711,1.59665790635962,0.110341983488152,0.301992761423001,0.287008177029232,0.377696005848535
pitB,337.340171438408,-0.203809075992022,0.135358320450379,-1.50570039073982,0.132144103628337,0.340143747473346,0.287008177029232,-0.175876427765311
ybdK,40.8388700666331,0.611001373102592,0.382920410224197,1.595635429161,0.110570212647785,0.302182914249905,0.287322292515142,0.397879058060184
yggX,40.7013793451658,-0.595670450618556,0.372730824684032,-1.59812500381076,0.110015159991062,0.301531831595372,0.287322292515142,-0.394026717293896
ansB,369.586432045479,-0.20789018984234,0.130268008334404,-1.59586526654094,0.110518877735117,0.302182914249905,0.288193090032513,-0.18147668004285
yjdI,8.30876154918731,1.59310299520451,0.868739793883525,1.8338091640569,0.0666823269399968,0.217658921078007,0.288193090032513,0.504719855910073
yafE,43.3683724238462,-0.575590409980354,0.361239328951922,-1.59337692174974,0.111075659776021,0.303129058614559,0.289199367704234,-0.387279149261495
ybaE,68.4240924122429,0.462455163741141,0.290166916608941,1.59375565328281,0.11099077374899,0.303114688423532,0.289199367704234,0.344525699161708
ydbJ,3.83639336844187,2.70224425907216,1.47625626978654,1.83047097877043,0.0671795425385237,0.218778886607493,0.289310281903888,0.432108924329855
elbB,102.791948077032,0.379165828212332,0.238555229870554,1.58942576282262,0.111964302031533,0.304898496304753,0.289438536070476,0.301482824543126
ybcL,13.8100004918111,1.31338180222488,0.654657095396862,2.00621334658978,0.0448334904991503,0.163331194574417,0.29005857629151,0.577153945561792
yfaS,221.166631452738,-0.272797881099586,0.17186678925587,-1.58726349797256,0.112452978721255,0.305791778565584,0.290255950842047,-0.231852128593407
ybeZ,33.661120837401,-0.625160110143993,0.418266250238954,-1.49464631628022,0.135006771631507,0.344984135729695,0.290259394249834,-0.38282659639453
trmA,101.393178016721,0.364701907029247,0.243975249728626,1.49483157588692,0.134958403337743,0.344984135729695,0.290259394249834,0.286111400988318
birA,3.80407244257376,-2.67902994688497,1.46586295001474,-1.82761283847036,0.0676076776134884,0.219797120985952,0.290259394249834,-0.432303962308672
ydjH,10.7501920222371,-1.33540151242902,0.731127914036982,-1.82649504524523,0.0677757269156795,0.220155454238901,0.290522439562573,-0.514011371339221
yeeL,4.87881602951298,2.31848665517459,1.26703631669949,1.82985019814904,0.0672723421588195,0.218893851793697,0.290643322983716,0.456008655394666
ybbP,105.586192619857,-0.380665382047414,0.240384936646777,-1.58356587295969,0.113292545191091,0.307219863287854,0.290985986633209,-0.301894989747069
casC,269.211222791468,-0.231557121108682,0.155186510357993,-1.49212145162948,0.135667309198075,0.346169870051655,0.290985986633209,-0.197422032701763
yggM,141.415151401773,-0.332025626377082,0.209674484421032,-1.58352899874248,0.113300942489138,0.307219863287854,0.292295061211338,-0.272443920219913
