,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,padj.IHW,log2fc.shrunk
ydiN,6.58345790481755,0.678001047288669,0.963692162441352,0.703545254089301,0.481716015001826,0.719455813696332,0.902754662899048,0.171732683495935
fryC,78.0097550941133,0.013455152812037,0.272845229252704,0.0493142315476407,0.960668878182147,0.983136134204149,0.902754662899048,0.00940817853903528
gpr,152.894718877158,-0.0516699349386383,0.205111380199214,-0.251911595000014,0.801109397040629,0.913861441280244,0.902754662899048,-0.0385790375076524
rsgA,2.47220975826298,-2.93598167184785,4.13424436145953,-0.710161619670529,0.477603918248364,0.715116427101811,0.902754662899048,-0.0771206261326677
mntS,8.48160644731504,-0.589688161583771,0.829501519328345,-0.710894613021622,0.477149544467471,0.715114679145495,0.902754662899048,-0.180876827786097
ugpC,55.8174153761268,-0.0158174853742208,0.331711641908796,-0.0476844444867864,0.961967731501023,0.983190591789831,0.903150459578308,-0.0102887669691754
rsmH,1.89955294943715,-1.26530639727679,1.80271021845647,-0.701891177141148,0.482747031557054,NA,0.903383052268534,-0.128915185994259
insB-2,23.9643651046022,0.334910556132006,0.477240378091733,0.701764920795597,0.482825778674293,0.720830486044327,0.903475254373699,0.178392959958775
zntB,63.2531280635626,-0.07371661371526,0.297565480710634,-0.247732410154609,0.804341453673376,0.916299184861556,0.903475254373699,-0.0502220757033677
yqjK,55.4905506496044,0.0146101924750574,0.320140833048976,0.0456367665939766,0.963599764184333,0.983190591789831,0.903475254373699,0.00964898339451296
nlpE,43.7784957594416,0.0162528290338208,0.365660031115355,0.0444479233462995,0.964547362064036,0.98340434048682,0.904004150714878,0.0100884439714147
fimZ,6.61877599769082,-0.632770932195583,0.90387240326715,-0.700066657537458,0.483885677260833,0.721846698014103,0.904004150714878,-0.174206307386193
elaB,11.7086205071181,0.700797697331783,0.707202521368256,0.990943437215013,0.321713200469108,0.578540828704631,0.904014093318193,0.262261441146847
yjhB,11.249821088206,-0.491698005658847,0.703226469675474,-0.69920292659882,0.484425221896778,0.722368515378392,0.90440899758069,-0.182634597438755
pxpB,32.9354831017381,0.100313980626932,0.410210287477244,0.244542820327238,0.806810442572105,0.917695654279057,0.904487766881733,0.0584560691353158
hisF,13.2941679057558,-0.455608758644988,0.645320162288353,-0.706019717452133,0.480175875662761,0.717640871782625,0.904487766881733,-0.18543430044985
mscS,151.721486906853,-0.048169336715743,0.197448584355567,-0.243958886172611,0.807262662045179,0.917841842355011,0.904487766881733,-0.0361414923371508
torT,21.712385270912,0.352983123474208,0.505309482719985,0.698548385781654,0.4848343093659,0.722695464274073,0.904998232097252,0.179759059350883
marC,15.5245754545146,0.42983105465247,0.616296572835367,0.697441903132717,0.485526285515196,0.723443666910509,0.904998232097252,0.183160423216731
ccmD,0.468712547040535,-2.52046921204636,3.6165482076605,-0.696926756487734,0.48584863207984,NA,0.904998232097252,-0.0833392052314841
dsdC,28.5310388864349,0.104989610398085,0.433461606336905,0.242212018003926,0.80861588324735,0.918426236072431,0.904998232097252,0.0590506226998345
gmk,0.468712547040535,-2.52046921204636,3.6165482076605,-0.696926756487734,0.48584863207984,NA,0.904998232097252,-0.0833392052314841
frwD,92.8856527543168,-0.0612691308259812,0.251677534711073,-0.243442987060083,0.807662246359151,0.917841842355011,0.904998232097252,-0.0439377548374757
nusB,0.468712547040535,-2.52046921204636,3.6165482076605,-0.696926756487734,0.48584863207984,NA,0.906465140461621,-0.0833392052314841
lipA,0.503893406198595,2.4185541541204,3.48881091830803,0.693231651342495,0.488164188038259,NA,0.907450485515289,0.0849917649710043
malY,21.9143495398831,0.352607535540723,0.507311222000508,0.695051716282298,0.487022892083799,0.723973506506452,0.907450485515289,0.178966967937394
ydiF,7.1908167173514,0.631359632688938,0.908360865696742,0.695053757302352,0.487021613044558,0.723973506506452,0.907450485515289,0.172680287717547
epmA,4.28172144684247,-1.20109404606236,1.21859986058546,-0.985634485043606,0.324312509284003,0.580180366923104,0.907450485515289,-0.223625064430039
yafZ,84.1205305383616,-0.00816387525633755,0.266440255769064,-0.0306405472880702,0.975556205258959,0.987730577199416,0.908071094897528,-0.00574796151566512
bcsF,28.682885949386,0.101329617898652,0.432490497642571,0.234293281473193,0.814757301397085,0.921470997851349,0.908071094897528,0.0570696222988764
ubiB,0.503893406198595,2.4185541541204,3.48881091830803,0.693231651342495,0.488164188038259,NA,0.908071094897528,0.0849917649710043
blr,0.503893406198595,2.4185541541204,3.48881091830803,0.693231651342495,0.488164188038259,NA,0.908071094897528,0.0849917649710043
iroK,0.503893406198595,2.4185541541204,3.48881091830803,0.693231651342495,0.488164188038259,NA,0.908071094897528,0.0849917649710043
amiC,167.289106413279,-0.044280388301584,0.188805078064555,-0.234529646953901,0.8145738199545,0.921470997851349,0.90888940979276,-0.0333874088742936
yhiN,110.42753738303,0.056214951796532,0.239979837593738,0.234248645053666,0.814791952075769,0.921470997851349,0.90888940979276,0.0407646850897034
dgoK,110.864546092638,0.0560085793158296,0.241127043586429,0.232278298123595,0.816321867116131,0.921715395110732,0.90888940979276,0.0405692116431534
wcaA,24.3595048983017,0.483809894668729,0.492960068755595,0.981438305723293,0.326376644028157,0.581457224299601,0.909839652499128,0.254786697083034
yfdO,9.21372848368507,0.544778275810437,0.791827360233635,0.688001328534159,0.491451944750012,0.727999048118015,0.910009924845788,0.176585062603178
yhaL,2.40414855910558,1.07400469412743,1.5619344899147,0.687611869167499,0.491697231816205,0.728079098220262,0.910009924845788,0.136103569249822
nanE,63.5511439622954,0.0715402450580839,0.304829460858949,0.234689405861551,0.814449811011614,0.921470997851349,0.910009924845788,0.0482904177741809
nrfC,27.757968929293,-0.315820250576455,0.458774998186308,-0.688399001307827,0.491201552571996,0.727999048118015,0.910009924845788,-0.173115872601983
mutL,74.9689956742684,0.0652154442282933,0.277571287016838,0.234950253425662,0.814247344467301,0.921470997851349,0.910009924845788,0.0454772775803789
torI,4.48025133276886,0.78694859392573,1.14562504617225,0.686916366358327,0.492135432813637,0.728444631695768,0.910009924845788,0.157183716025498
flgD,21.4797078717618,-0.353275242944005,0.509183280352131,-0.693807626007857,0.487802859518498,0.724670405013806,0.910168610991222,-0.178759685631009
secY,0.503893406198595,2.4185541541204,3.48881091830803,0.693231651342495,0.488164188038259,NA,0.910242175335994,0.0849917649710043
yjdJ,0.503893406198595,2.4185541541204,3.48881091830803,0.693231651342495,0.488164188038259,NA,0.910242175335994,0.0849917649710043
skp,1.08702831290747,-1.65680553553419,2.41092127186313,-0.687208477054013,0.491951363188216,NA,0.910293160356083,-0.106850006478361
flxA,1.08702831290747,-1.65680553553419,2.41092127186313,-0.687208477054013,0.491951363188216,NA,0.910293160356083,-0.106850006478361
katG,182.526436290137,-0.0429530252079915,0.184997825568545,-0.232181243622653,0.816397245157181,0.921715395110732,0.910293160356083,-0.0324519863707239
yjiN,51.7629308529321,-0.00610914313831402,0.329229746040554,-0.0185558662659889,0.985195410385396,0.992495085296957,0.911257110988467,-0.00398659173498827
hokA,2.97443377009158,0.964119386602768,1.40861534457254,0.684444756560094,0.493694362168777,0.730468106014976,0.911257110988467,0.14263502741066
dosC,10.1015813822303,0.736519621788542,0.754113003433758,0.976670099089782,0.328732502773842,0.583170847185469,0.911875660195829,0.256208169214436
yhjB,59.3284856587012,0.0712609510103278,0.31142414552768,0.22882281940465,0.819006629971774,0.922745853892436,0.911875660195829,0.0476981627731037
ygcW,33.2914721227509,-0.0973117010273394,0.427258237126063,-0.227758513637801,0.819833980360582,0.923131606989866,0.912496662356936,-0.0552419960687903
yaeF,51.1334642249828,-0.0747220808532862,0.329534225205568,-0.226750592618031,0.820617684349119,0.923138507846773,0.912741874883507,-0.0488477559965194
talA,34.6404760787776,0.00585219635237527,0.397301631118405,0.0147298573527154,0.988247699217209,0.994517311900585,0.912741874883507,0.00346907452500536
panF,153.084175072141,0.0450618798202072,0.204356330194083,0.220506405538847,0.825476784248444,0.92647114317035,0.912741874883507,0.033632463380145
thrC,29.7270441598612,0.0933641448657937,0.427418568081257,0.218437269314056,0.827088429852525,0.927291961459096,0.913614157177047,0.0529802563194955
folK,1.63860117225208,-1.30979450668778,1.928655091598,-0.6791232462423,0.497059774399437,NA,0.913614157177047,-0.120024098936581
lafU,32.6662309157606,-0.0902745371738342,0.41570379567213,-0.217160723846349,0.828083092106517,0.927755247689674,0.913614157177047,-0.0521472992043977
purK,27.0319139368611,0.310489829156877,0.456211227749529,0.680583489118649,0.496135077180239,0.732655639575318,0.913614157177047,0.170825808054386
ybdM,49.5729896493553,-0.0823664583974485,0.369783555871193,-0.222742350463359,0.823736038364082,0.925062860782318,0.913614157177047,-0.0509219866262079
lolA,1.04758311351979,1.65904046137448,2.43462953025196,0.681434460873718,0.495596623779848,NA,0.913614157177047,0.105291556845045
nusA,1.04758311351979,1.65904046137448,2.43462953025196,0.681434460873718,0.495596623779848,NA,0.913614157177047,0.105291556845045
hdeA,7.94790650242677,0.597356419413786,0.879218287936666,0.679417645890478,0.496873272267975,0.732892889393329,0.913614157177047,0.170211696894279
uraA,53.0800510991302,0.0699588466445028,0.325643555954187,0.21483258417171,0.829897847484284,0.928800563876012,0.914925208999474,0.0459597850550822
hyfR,95.8597259426734,0.0535105207845307,0.245105119634748,0.218316618046458,0.827182427400864,0.927291961459096,0.915856961413148,0.0385997011071931
csiE,54.4549777946225,0.0681594500140694,0.320559002556105,0.212626847072061,0.831618029308203,0.929254428405145,0.915856961413148,0.045075002541252
yigI,68.4923619237966,-0.0618411150828406,0.28809783291366,-0.214653176865005,0.830037731003552,0.928800563876012,0.915856961413148,-0.0425829682689739
ecnB,11.841404116693,0.467162598507493,0.691671609343478,0.67541097855804,0.499414692361698,0.735102056220019,0.915856961413148,0.176521025912299
ypeA,13.4213688824659,0.432894728210869,0.641973660482151,0.674318519370009,0.500108832574166,0.735102056220019,0.916139933498386,0.17691004071033
kbl,88.0173714977208,0.000889819086948983,0.265015292882303,0.00335761411076064,0.99732101657351,0.998982253642552,0.916139933498386,0.000627424350310969
yagJ,40.3485796790379,-0.0758898734861755,0.367354225329076,-0.206585002304501,0.836333974032689,0.930699631435968,0.916554473046793,-0.0470684972859181
flgM,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.916554473046793,0.0845337552818507
kilR,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.916554473046793,0.0845337552818507
essQ,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.916554473046793,0.0845337552818507
ppsA,25.7703657758325,-0.306843552816757,0.454904957887756,-0.674522331525056,0.49997929306142,0.735102056220019,0.916554473046793,-0.169123553395561
ydiE,1.38351205098552,2.17441438728107,2.24635249504384,0.967975592467575,0.333056559509053,NA,0.916554473046793,0.160653515561713
wzc,49.5346593538534,-0.0692195901754166,0.336781922583254,-0.205532380255075,0.83715620228137,0.931342391024306,0.916554473046793,-0.0447957399686339
yehC,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.916554473046793,0.0845337552818507
folE,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.916554473046793,0.0845337552818507
menB,24.9108544096265,0.32538469051607,0.484164852166978,0.67205351454106,0.501549628539635,0.736366924739834,0.916554473046793,0.171206733056683
hxpA,8.99773346007126,0.53541195092824,0.798611620208131,0.670428450300665,0.502584703351612,0.736580333297153,0.916554473046793,0.171675391699877
gltX,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.916554473046793,0.0845337552818507
hisS,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.916554473046793,0.0845337552818507
ygeF,2.93066755544027,-0.965180066729993,1.43823025406667,-0.671088696681838,0.502164027253012,0.736416969087911,0.916554473046793,-0.138338644819577
yggT,75.5730206217093,-0.0573330277176016,0.274411457213147,-0.208930881749112,0.834502195981172,0.92983763525559,0.916554473046793,-0.0401006564507603
atpF,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.916554473046793,0.0845337552818507
rho,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.916554473046793,0.0845337552818507
yihL,30.7883069262888,0.0873223609464011,0.421161319691299,0.207337086440907,0.835746612582311,0.930317939795573,0.916554473046793,0.0500184924647214
yjfZ,42.1481582802184,0.0769991099579421,0.36067226927677,0.213487746402968,0.830946545778198,0.928800563876012,0.916554473046793,0.0482174340778393
fimA,20.0222719657004,-0.34858126158059,0.521248131784983,-0.668743426258229,0.503659160708595,0.73747324031447,0.916554473046793,-0.1728288074565
yjiC,8.30254779153388,0.800378634474824,0.829231727506164,0.965205030060641,0.334442128038533,0.590274075773155,0.916554473046793,0.248615332940931
yciY,1.38351205098552,2.17441438728107,2.24635249504384,0.967975592467575,0.333056559509053,NA,0.916554473046793,0.160653515561713
ecpB,38.3387115171763,-0.0770552542607857,0.378064082453021,-0.203815326123609,0.838497815715186,0.931796667087263,0.916578912732265,-0.047058212951648
abgT,36.6527525542425,0.0814449899865181,0.402134152568344,0.202531890082816,0.839500930267613,0.932261549982717,0.916578912732265,0.0480060138636797
ysaA,26.3093028074739,0.304266321251334,0.450911417307694,0.674780698763518,0.499815104868107,0.735102056220019,0.916578912732265,0.168760825358913
proY,130.888222465278,0.0433683733493856,0.217785936973807,0.199133029212082,0.842158685009788,0.933633696514928,0.917263297567388,0.0320309813568513
cydA,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.917263297567388,0.0845337552818507
plsX,26.1206054909948,0.436579248541842,0.454264507040597,0.961068368264188,0.33651779302623,0.590924002790987,0.917263297567388,0.244287582068232
insI-2,56.4473241437626,-0.0622895564035819,0.31508503335497,-0.197691257310237,0.843286630377932,0.934611994715804,0.917263297567388,-0.0414743825418919
ynfH,14.2321579695915,0.428624475994051,0.645570181087672,0.663947140916413,0.506724143108667,0.73909712455811,0.917263297567388,0.174098800080222
ydjK,20.3189695717982,0.497903516467614,0.517344589866532,0.962421423206661,0.335837956576167,0.590820286823229,0.917263297567388,0.251865185361693
yoaF,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.917263297567388,0.0845337552818507
yobD,1.73264178590904,1.2793158494729,1.93031892978376,0.662748434848646,0.507491683762439,NA,0.917263297567388,0.116955369918701
yeiS,2.93066755544027,-0.965180066729993,1.43823025406667,-0.671088696681838,0.502164027253012,0.736416969087911,0.917263297567388,-0.138338644819577
yeiB,24.7528030690221,-0.309881469186643,0.464148215860256,-0.667634730885061,0.504366782360017,0.738225428852205,0.917263297567388,-0.168278297053755
yffM,3.03496291896048,-0.943439324137333,1.42208489757994,-0.663419832207523,0.507061707714982,0.73909712455811,0.917263297567388,-0.137464535085313
rhoL,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.917263297567388,0.0845337552818507
murB,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.917263297567388,0.0845337552818507
psiE,33.3722163446454,-0.0796587621886649,0.406345350456505,-0.196037095291414,0.844581131430568,0.935202616189978,0.917263297567388,-0.0466537531895356
yjcZ,59.3538045091414,-0.0637584597090327,0.318658772564159,-0.20008380499299,0.841415039010693,0.933299096381456,0.917263297567388,-0.0422591431348127
ykfM,0.47729790253379,2.24286506003937,3.34436831645467,0.670639369774021,0.502450295721002,NA,0.917263297567388,0.0845337552818507
yhiL,8.94403415802104,0.523160167498855,0.789733480505856,0.662451549051397,0.507681876280941,0.73909712455811,0.917263297567388,0.169946889288317
glmM,6.56683220431518,0.614281292618647,0.927569039222481,0.662248594599015,0.50781191554277,0.73909712455811,0.917855544664586,0.163312192074993
yadK,7.16246570501201,-0.575802500182163,0.867834111500529,-0.663493739819204,0.507014387526787,0.73909712455811,0.917908489114428,-0.16668451645556
yqiH,14.0396846483329,0.412588237720479,0.624239307836852,0.660945622200888,0.508647186886183,0.739373745886101,0.918119173839578,0.173352739599437
ynbA,1.34798009009254,-1.41886844343544,2.12436329336074,-0.667902918427287,0.50419556436585,NA,0.918334424709626,-0.111695586751485
nupX,22.3437740805216,0.330259792634815,0.498826380119613,0.662073630820453,0.507924034334527,0.73909712455811,0.918667157783116,0.169686553355441
macB,80.2310417568948,-0.0538203321090455,0.274458557631808,-0.196096389099467,0.844534722475083,0.935202616189978,0.920021648437301,-0.0376321620813755
allB,49.6223290168712,-0.0625155862897878,0.331602052546088,-0.188525932845663,0.850464388508645,0.937307202254608,0.920710659318452,-0.0407281122109966
nirC,90.8845176609341,0.0490353104522984,0.251933660076549,0.19463580387551,0.845678071617687,0.935900121700156,0.920710659318452,0.0351161432977502
yagG,82.9800262714237,0.0497208260749505,0.261848971197004,0.189883602932099,0.84940034167125,0.937023210878716,0.920734332550095,0.035241799901894
cheY,4.24192514571987,-0.759012892153417,1.14268142342572,-0.664238410280551,0.506537733299145,0.73909712455811,0.920821052586693,-0.152003080122316
yciX,1.12220917206553,1.56825187929194,2.38896947796198,0.656455385369683,0.511531164455196,NA,0.920951230084536,0.102420942424468
gatB,1.12220917206553,1.56825187929194,2.38896947796198,0.656455385369683,0.511531164455196,NA,0.921310920925151,0.102420942424468
pnuC,43.780896796552,-0.0658476428144741,0.351319263931965,-0.18742963900558,0.851323785790837,0.937515086058929,0.921437840896525,-0.0417607329494167
tag,33.875279793659,-0.0763383329294341,0.398311575875428,-0.191654818873025,0.848012599126368,0.936849670596077,0.921437840896525,-0.0452458390590467
rimL,4.16303474694451,0.764307576723612,1.1684460698045,0.654123109722553,0.51303249385567,0.743760359523433,0.923125325801403,0.148239137679568
elaA,16.3852678796405,-0.376162125470249,0.575992340112191,-0.653067930377304,0.513712485898122,0.744462669894995,0.92339483726135,-0.170694453034655
nadC,41.0712569634591,0.0668003300775826,0.37064583475779,0.180226846799008,0.856974482814668,0.939660672832789,0.925080528443445,0.0412197900822302
pncA,17.9441392159321,0.359328362510749,0.551838585710877,0.651147585208931,0.514951221570288,0.745712841982961,0.925261374018006,0.169497196093623
yfcH,38.6193333569028,-0.0723613849029517,0.39172564330685,-0.184724656502176,0.853445005896377,0.939528596482119,0.925261374018006,-0.0433048854038186
queG,76.8252907037749,-0.0490311340148987,0.271675099643188,-0.180477099591737,0.856778031074193,0.939660672832789,0.925261374018006,-0.0343797423876205
ylcH,2.47877461765132,1.00657605403759,1.54690870607577,0.650701654263161,0.515239095120574,0.745823283317119,0.925261374018006,0.129177547790888
yggN,114.653885577099,-0.0407681849302323,0.228167712347534,-0.178676397772426,0.858191802778749,0.940183077173726,0.925306920727527,-0.0298407333492763
oppD,9.76738799416869,0.51165309302396,0.778697456855391,0.65706275077636,0.511140568759077,0.74214803404493,0.925321759765001,0.168964932321532
ybfO,70.2272475538304,-0.0515247526980148,0.283316530612963,-0.181862853489486,0.855690356921226,0.939528596482119,0.926805080782166,-0.0356561240202839
rlmJ,67.3024426543086,0.0523058311041502,0.288466913269859,0.181323502620276,0.856113659363402,0.939528596482119,0.926966933629732,0.0359789429031274
glnA,25.0805544277635,0.300770219871166,0.464749392084497,0.647166462170396,0.517524214523455,0.747709557757417,0.927931752142554,0.163038282517181
ulaF,37.713470310186,-0.0684336374445082,0.396923669628629,-0.17241006944367,0.863115156445316,0.943675876102044,0.929127750139328,-0.0406338175257207
cusB,20.7343339185234,0.491696206389916,0.521136628166937,0.943507287368045,0.345421489615515,0.59939568434766,0.929867409348922,0.24696246780319
ltaE,66.5142791573191,-0.0520498717979117,0.294977375460633,-0.176453776214638,0.859937460057942,0.941282895468829,0.929867409348922,-0.0355227698025946
dicC,2.87321220788103,0.964083539977543,1.48064673966276,0.651123265362493,0.514966919246967,0.745712841982961,0.929867409348922,0.132162836319086
diaA,52.8417249120812,-0.0552768476035593,0.324174768520295,-0.170515576693005,0.864604685318273,0.944298466541974,0.929867409348922,-0.0363577803146835
pmbA,50.4488228093626,0.0597233511971165,0.340812301399319,0.175238249769455,0.860892430345701,0.941786632852323,0.930058538325525,0.0384210406971851
caiT,181.139089838469,0.0313510475774634,0.18583521448274,0.16870348100992,0.866029880579553,0.944618501722744,0.93008483374841,0.023636533537691
epmC,25.4483398392944,-0.300571354704199,0.462475787752282,-0.649918033904071,0.515745168588941,0.74598854742329,0.93008483374841,-0.163534624353883
yjjJ,125.761176600588,-0.0371417429327027,0.218268291408721,-0.170165545773905,0.864879946990294,0.944298466541974,0.93008483374841,-0.027404482452867
mreC,6.07733013449433,-0.928590888228028,0.986275679956669,-0.941512507201663,0.346442282872104,0.600184721122929,0.930691027600967,-0.23083566402365
yhdZ,49.7803236824416,-0.0571132514765553,0.342206557683255,-0.166897010575172,0.867451085375023,0.944618501722744,0.930691027600967,-0.0366678148274313
ppdC,44.9257977137877,-0.0617685783920177,0.368768563189632,-0.167499577127062,0.866976980232507,0.944618501722744,0.931104757833259,-0.0382108658358537
hyaE,25.890864659439,0.291678323511825,0.455725869342721,0.640030209240708,0.52215295980722,0.751253638929768,0.93169168356234,0.160327986482167
rpsT,3.10651517619655,-0.902306606916835,1.41244885470832,-0.638824268864,0.522937258514286,0.751253638929768,0.932794060838174,-0.132648305032863
narW,6.76978362345688,0.588244432859223,0.918854628918198,0.640193143013041,0.522047040136727,0.751253638929768,0.932867706022356,0.158183177355572
yeaO,6.56718330605009,0.875185112329911,0.932822333974556,0.93821200506739,0.348135470094054,0.602458313567842,0.932867706022356,0.234035490551724
fadJ,55.3817970371054,0.0512328918680552,0.317587838189218,0.161318809184157,0.871842309691523,0.947110381989257,0.932867706022356,0.0339833089926599
yhjY,141.025580836561,-0.0342889246327287,0.210877130938716,-0.162601437529485,0.870832255072923,0.947110381989257,0.932867706022356,-0.0254388960919808
thiE,86.0319365533509,0.0433904405931578,0.26663900345207,0.162731033462467,0.87073021150111,0.947110381989257,0.932867706022356,0.0305830686143753
alsA,82.7343619428354,0.0427381243998385,0.263503637391081,0.162191781574569,0.871154831465446,0.947110381989257,0.932867706022356,0.0302243906751173
shiA,22.4935050530631,0.324882024900868,0.508549050767702,0.638841080148372,0.522926320925118,0.751253638929768,0.933182652691753,0.164197773641191
paaE,18.5859766841542,0.343129236503605,0.539011368130863,0.636589980826339,0.524391953084687,0.752048536804062,0.933380464736836,0.165135842072966
yhbW,132.920752933039,0.0343579534274218,0.21303905651656,0.161275373582736,0.871876518380844,0.947110381989257,0.933380464736836,0.0254484908685653
iraP,10.2379271285649,-0.496964750276307,0.772735921902288,-0.643123654783514,0.520143866629323,0.750071098582512,0.933552028708243,-0.165518035239284
cyoD,3.68775734051564,-0.837086892357201,1.31627945313602,-0.635949220633088,0.524809519833203,0.752048536804062,0.934494479660473,-0.136562876274972
appY,0.839822343664324,3.10708880026906,4.84500972422403,0.641296710868147,0.521329925794247,NA,0.934494479660473,0.0614528233069595
yjjB,23.3605484695576,-0.461164291807082,0.493132153378585,-0.935173844673314,0.349698715394475,0.604039477997626,0.934494479660473,-0.242189945060198
rzoD,0.839822343664324,3.10708880026906,4.84500972422403,0.641296710868147,0.521329925794247,NA,0.934494479660473,0.0614528233069595
pinQ,2.85485095797457,1.37178030565153,1.46783246977422,0.934561902600871,0.350014120322778,0.604310093455245,0.93492364839069,0.194013370192046
hofB,105.336696243432,0.0402237225742882,0.252222031485299,0.15947743477212,0.873292735227974,0.947365913179614,0.935570892015816,0.028778612250095
yacL,31.6435739115356,0.0662820775271012,0.416167621366686,0.159267742428957,0.873457934137233,0.947365913179614,0.935570892015816,0.0382310356144285
pdxI,15.7453798288422,0.378356647951509,0.591651435580292,0.639492486957995,0.522502599639048,0.751253638929768,0.935570892015816,0.167344080535208
folP,1.61786832450578,1.250612283156,1.97273202582236,0.633949399505825,0.526113845236673,NA,0.935570892015816,0.11033376784202
patD,32.1471162159993,0.064032628191904,0.40947217547101,0.156378459948465,0.875734714759134,0.948484227336564,0.937712833496095,0.0373072287307807
yghG,28.2633650568758,-0.0676444474491007,0.452337217772732,-0.149544288622051,0.881124164974669,0.952424672361886,0.937913973973253,-0.0369055021544761
yneE,12.6215367486734,0.423674334145894,0.674588992987309,0.62804809824975,0.529972431803336,0.754474385204079,0.938366466234071,0.164155257448112
eutM,11.4840401280111,0.438811872362094,0.690576748053197,0.635428102088793,0.525149244726129,0.752160712818801,0.938366466234071,0.165848356733922
purN,41.8705440867675,-0.056128314340338,0.37437677752998,-0.149924668700487,0.880824048876506,0.952424672361886,0.938366466234071,-0.0344357735812873
ydcZ,12.1425032967355,0.426857514749107,0.680728930082424,0.627059459185056,0.530620260345126,0.754474385204079,0.939366762996199,0.163793328289577
chpS,16.3451771518169,0.545335630951521,0.587093229727618,0.928873990259655,0.352954393765936,0.608007862926207,0.939366762996199,0.246097498236749
deoA,62.6993113600933,-0.0443881703578249,0.300971169005269,-0.147483131040528,0.88275069360793,0.952560059684067,0.939366762996199,-0.0300603803439217
yceO,0.703068820560802,-3.08168221007196,4.86722767656767,-0.633149384999622,0.526636095066943,NA,0.939835469040634,-0.0604333228579561
caiD,14.883965240976,0.395865774544772,0.633206295422092,0.625176624753691,0.531855141795667,0.755794148867527,0.940411691577773,0.163752105396683
udp,112.608220466914,0.0326770351148896,0.227135785304173,0.143865639978877,0.885606568702213,0.95413663531347,0.940411691577773,0.0239241069428492
mepM,34.8123737452757,0.0583408483005976,0.410453804806913,0.142137428420337,0.886971454688557,0.95413663531347,0.940640980712425,0.0339356093632881
hyfB,162.841205445649,0.0275163442292029,0.194017933627709,0.141823715543753,0.887219251118908,0.95413663531347,0.940640980712425,0.0206381200510112
hcaT,47.3525623830293,0.048461587503939,0.339919169325169,0.142567974616284,0.886631391611982,0.95413663531347,0.940640980712425,0.0312004981079836
yhfW,83.5943721237619,-0.0386802282820766,0.26146310729843,-0.147937614150388,0.882392002995626,0.952560059684067,0.940640980712425,-0.0274075651640745
cysE,15.9958535081442,0.366832911716884,0.581441229047563,0.630902821111912,0.528104067147757,0.753384969021132,0.940640980712425,0.164874906006186
mdtQ,29.8972524727188,0.0632621412486193,0.443283090864076,0.142712732681286,0.886517060429876,0.95413663531347,0.940702239851459,0.0349999818487682
ybjG,10.7243553970761,0.443971734625192,0.713169293343914,0.622533441594903,0.533591161299568,0.756980018962358,0.940716706912968,0.161912959996671
ecpA,23.1805937015574,-0.301537608018552,0.479527970553023,-0.62882172998334,0.529465772204407,0.754087614957792,0.941567373913318,-0.159556406011029
astE,14.6715523133925,0.38937563378014,0.624760945304893,0.623239395334031,0.533127216954283,0.756909545239316,0.941567373913318,0.163238188575779
glnB,13.7198731166489,0.391716608681952,0.630752912218181,0.621030202309165,0.534579751467169,0.757352804938054,0.941567373913318,0.162646055487485
ygeP,29.1781940000913,0.0599131871128579,0.428217932722372,0.139912840015744,0.888728856215286,0.955485739295345,0.941567373913318,0.0339228308822358
sufC,15.5293848052284,0.372550783804597,0.598591813038674,0.622378682249914,0.533692894547332,0.756980018962358,0.941797141749219,0.162851966984108
lpxP,23.9290270524584,0.296246168924552,0.477763475595402,0.620068682637076,0.535212569455744,0.757352804938054,0.941797141749219,0.157142697057581
ybgA,18.0558388760257,0.342475993203564,0.546305422287616,0.626894735493325,0.530728238396775,0.754474385204079,0.942301222804633,0.16284215999434
mcbA,8.32606949388902,0.764192121066681,0.828154330404244,0.922765350624512,0.35612950128773,0.611264657981238,0.942301222804633,0.237204805948817
rbfA,4.78135051281144,0.666181527729273,1.07715912341051,0.618461574757873,0.536271119560935,0.758070659242588,0.942771550123,0.144626317741396
gpmA,20.6595139512284,0.319562549316208,0.515312171747498,0.620133904915394,0.53516963189681,0.757352804938054,0.943048497048286,0.159656029358586
